AppID,Name,Current,24h Peak,All-Time Peak
497180.0,Street Legal Racing: Redline v2.3.1,33,55,853
420530.0,OneShot,33,55,824
292910.0,Deponia: The Complete Journey,33,102,788
280160.0,Aragami,33,52,787
581630.0,Sword With Sauce,33,33,464
562010.0,Tanki Online,33,136,391
360700.0,With Your Destiny,33,52,297
6800.0,Commandos: Behind Enemy Lines,33,50,246
21000.0,LEGO Batman: The Videogame,33,49,241
460430.0,The Letter,33,38,209
2620.0,Call of Duty,33,52,204
3320.0,Insaniquarium! Deluxe,33,43,131
468070.0,90 Minute Fever,33,86,129
747970.0,Scions of Fate,33,51,129
593030.0,Strategic Command WWII: War in Europe,33,40,92
444970.0,Spatial Sound Card,33,52,72
383870.0,Firewatch,32,49,"17,568"
22350.0,BRINK,32,38,"16,824"
255420.0,Magic 2015,32,50,"14,071"
688470.0,Gloria Sinica: Han Xiongnu Wars,32,228,"3,580"
637670.0,Secret of Mana,32,52,"3,261"
34010.0,Alpha Protocol,32,50,"2,427"
17300.0,Crysis,32,91,"2,237"
222480.0,Resident Evil Revelations / Biohazard Revelations,32,61,"2,095"
216890.0,Blood Bowl: Chaos Edition,32,57,"1,945"
34830.0,Sniper: Ghost Warrior,32,56,"1,586"
609150.0,STAR OCEAN™ - THE LAST HOPE™ - 4K & Full HD Remaster,32,43,"1,330"
322460.0,Winning Post 8 2015,32,75,"1,254"
691690.0,Ash of Gods: Redemption,32,100,"1,002"
758670.0,Tower Accelerator,32,139,740
469830.0,Fable Fortune,32,51,562
257400.0,Fuse,32,45,504
233610.0,Distance,32,33,432
39190.0,Dungeon Siege,32,47,391
333600.0,NEKOPARA Vol. 1,32,56,383
100.0,Counter-Strike: Condition Zero Deleted Scenes,32,64,361
16700.0,Stronghold Crusader Extreme HD,32,74,186
598700.0,The Vagrant,32,130,163
588190.0,Tower!3D Pro,32,57,123
719730.0,Uptasia,32,95,114
470310.0,Troubleshooter,32,87,103
345240.0,SHOGUN: Total War™ - Gold Edition,32,55,100
224280.0,RPG Maker VX Ace Lite,32,35,91
550060.0,Marmoset Toolbag 3,32,45,56
239200.0,Amnesia: A Machine for Pigs,31,44,"7,249"
105400.0,Fable III,31,38,"7,042"
330840.0,Game of Thrones - A Telltale Games Series,31,45,"6,771"
57740.0,Jagged Alliance - Back in Action,31,92,"5,553"
39160.0,Dungeon Siege III,31,44,"4,189"
208500.0,F1 2012,31,142,"3,654"
581670.0,The Astral Hero,31,31,"2,731"
113420.0,Fallen Earth,31,51,"2,186"
380360.0,Tap Tap Infinity,31,36,"2,166"
282660.0,Easy eSports,31,52,"1,724"
9340.0,Company of Heroes: Opposing Fronts,31,44,"1,426"
375950.0,Viridi,31,49,"1,282"
355790.0,Styx: Shards of Darkness,31,47,"1,241"
571310.0,SteamWorld Dig 2,31,38,"1,072"
524580.0,Fairy Fencer F Advent Dark Force,31,49,971
300380.0,Road Redemption,31,59,806
464880.0,Stars in Shadow,31,32,470
362680.0,Fran Bow,31,37,401
521150.0,Another Brick in the Mall,31,56,379
234270.0,Ken Follett's The Pillars of the Earth,31,70,339
492090.0,A-Train PC Classic / みんなのA列車で行こうPC,31,95,311
394760.0,Dead Effect 2,31,47,264
461430.0,EmergeNYC,31,40,194
342560.0,Airships: Conquer the Skies,31,44,175
4770.0,Rome: Total War - Alexander,31,41,118
320430.0,Ascension,31,49,79
209660.0,Call of Duty: Advanced Warfare - Multiplayer,30,125,"35,017"
236150.0,Starpoint Gemini 2,30,43,"20,842"
17080.0,Tribes: Ascend,30,40,"7,444"
233250.0,Planetary Annihilation,30,54,"5,587"
326410.0,Windward,30,52,"3,510"
233720.0,Surgeon Simulator,30,30,"3,487"
546200.0,Gnomes Garden 3: The thief of castles,30,151,"2,737"
212630.0,Tom Clancy's Ghost Recon Future Soldier,30,39,"2,667"
225080.0,Brothers - A Tale of Two Sons,30,53,"2,019"
268750.0,Magicite,30,45,"1,985"
474750.0,Reigns,30,75,"1,612"
314970.0,Age of Conquest IV,30,51,"1,023"
42890.0,Sword of the Stars Complete Collection,30,40,"1,005"
201290.0,Sins of a Solar Empire: Trinity,30,34,957
99910.0,Puzzle Pirates,30,49,949
306660.0,Ultimate General: Gettysburg,30,39,910
24840.0,Medal of Honor: Airborne,30,38,777
206440.0,To the Moon,30,115,615
509990.0,Radioactive Puzzle,30,40,609
17440.0,Spore: Creepy & Cute Parts Pack,30,56,528
222440.0,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,30,64,525
312520.0,Rain World,30,46,336
451130.0,Khan: Absolute Power,30,86,336
624970.0,Battlezone: Combat Commander,30,43,282
354200.0,Aberoth,30,37,265
403950.0,Conquest of Elysium 4,30,35,234
12150.0,Max Payne 2: The Fall of Max Payne,30,38,189
351990.0,Riff Racer,30,49,95
595770.0,AirMech Wastelands,30,38,85
360830.0,Yooka-Laylee,29,41,"6,508"
208520.0,Omerta - City of Gangsters,29,41,"4,009"
266510.0,Hand of Fate,29,58,"2,178"
232450.0,SolForge,29,30,"2,103"
202200.0,Galactic Civilizations II: Ultimate Edition,29,43,"1,957"
526160.0,The Wild Eight,29,54,"1,707"
12810.0,Overlord II,29,75,"1,702"
214770.0,Guacamelee! Gold Edition,29,46,"1,698"
205990.0,Warlock 2: the Exiled,29,54,984
253840.0,Shantae: Half-Genie Hero,29,32,964
385800.0,NEKOPARA Vol. 0,29,40,960
356570.0,Party Hard,29,41,840
371520.0,Bounty Train,29,46,602
358130.0,The Curious Expedition,29,76,600
368360.0,60 Seconds!,29,68,532
288160.0,The Room,29,33,521
8000.0,Tomb Raider: Anniversary,29,59,461
436320.0,Raw Data,29,37,430
638650.0,Sword Art Online Re: Hollow Fragment,29,83,364
353640.0,Train Valley,29,53,322
40980.0,Stronghold Legends,29,65,313
324680.0,Impossible Creatures,29,48,313
466660.0,Stash,29,30,245
559210.0,Rakuen,29,44,194
715310.0,Urban Rivals,29,73,179
12320.0,Sacred Gold,29,69,144
420000.0,Home Design 3D,29,47,99
410970.0,Master of Orion 1,29,42,56
398810.0,openCanvas 7,29,43,55
57900.0,Duke Nukem Forever,28,47,"13,321"
202170.0,Sleeping Dogs™,28,79,"12,134"
298900.0,Space Hulk: Deathwing,28,71,"11,499"
12750.0,GRID,28,69,"4,823"
506610.0,Five Nights at Freddy's: Sister Location,28,40,"3,549"
321400.0,Supraball,28,77,"3,329"
228300.0,Remember Me,28,41,"3,117"
47400.0,Stronghold 3,28,58,"2,844"
417860.0,Emily is Away,28,36,"2,803"
237870.0,Planet Explorers,28,66,"2,125"
247020.0,"Cook, Serve, Delicious!",28,41,"1,560"
424280.0,Iron Snout,28,57,"1,373"
553260.0,Realpolitiks,28,55,"1,148"
17520.0,Synergy,28,76,"1,139"
333820.0,Out of the Park Baseball 16,28,38,658
259020.0,Dragon's Prophet (EU),28,60,571
397100.0,MachineCraft,28,80,510
477740.0,Zero Escape: The Nonary Games,28,43,496
363440.0,Mega Man Legacy Collection,28,29,484
469920.0,hackmud,28,34,436
375530.0,"Football, Tactics & Glory",28,100,356
788770.0,Meteor 60 Seconds!,28,41,346
609490.0,Minit,28,53,251
39200.0,Dungeon Siege 2,28,50,244
607260.0,McOsu,28,47,180
130.0,Half-Life: Blue Shift,28,43,153
379210.0,Wayward,28,30,140
746470.0,Substance Designer 2018,28,48,48
113020.0,Monaco,27,35,"41,750"
240760.0,Wasteland 2,27,68,"18,856"
97330.0,Magic: The Gathering - Duels of the Planeswalkers 2013,27,51,"7,807"
467960.0,Home Behind,27,140,"3,083"
449540.0,There's Poop In My Soup,27,166,"2,826"
668630.0,Tricolour Lovestory,27,183,"2,733"
256290.0,Child of Light,27,43,"2,696"
274900.0,Murder Miners,27,59,"1,769"
298160.0,Eldevin,27,39,"1,013"
6030.0,STAR WARS™ Jedi Knight II: Jedi Outcast™,27,46,835
222520.0,Champions of Regnum,27,37,785
491950.0,Orwell,27,41,741
39540.0,SpellForce: Platinum Edition,27,135,661
619910.0,Just Cause™ 3: Multiplayer Mod,27,48,602
10270.0,Disciples III: Reincarnation,27,67,497
360740.0,Downwell,27,44,405
46770.0,Making History II: The War of the World,27,36,346
314070.0,Super Mega Baseball: Extra Innings,27,39,310
717640.0,Reigns: Her Majesty,27,55,292
223410.0,Perpetuum,27,34,291
501300.0,What Remains of Edith Finch,27,63,276
562810.0,Monopoly Plus,27,30,261
644390.0,D&D Lords of Waterdeep,27,35,208
266310.0,GameGuru,27,36,149
13240.0,Unreal Tournament: Game of the Year Edition,27,43,134
31280.0,Poker Night at the Inventory,26,34,"10,146"
318020.0,Act of Aggression,26,80,"3,131"
91700.0,E.Y.E: Divine Cybermancy,26,35,"2,481"
639170.0,Minecraft: Story Mode - Season Two,26,30,"1,228"
317360.0,Double Action: Boogaloo,26,79,"1,184"
402560.0,Tabletopia,26,37,631
292180.0,X-Plane 10 Global - 64 Bit,26,51,439
384630.0,Aviary Attorney,26,31,422
730820.0,The Curse of Monkey Island,26,46,374
500710.0,Wild Terra Online,26,54,316
660160.0,Field of Glory II,26,54,309
33210.0,Dawn of Discovery,26,32,268
478980.0,Mansions of Madness,26,35,261
367120.0,Seduce Me the Otome,26,28,238
47800.0,RISK Factions,26,37,175
517160.0,Richie's Plank Experience,26,96,148
347610.0,Hidden Object Bundle 4 in 1,26,47,140
415590.0,Earthfall,26,28,126
758980.0,Downtown Casino: Texas Hold'em Poker,26,30,63
323580.0,Jotun: Valhalla Edition,25,45,"27,501"
311860.0,Data Hacker: Initiation,25,234,"14,518"
40390.0,Risen 2 - Dark Waters,25,118,"10,867"
22600.0,Worms Reloaded,25,89,"7,814"
391660.0,Incitement 3,25,173,"4,577"
310470.0,Grand Ages: Medieval,25,53,"4,274"
462770.0,Pyre,25,44,"4,013"
290790.0,Grey Goo,25,42,"3,999"
282210.0,Sid Meier's Starships,25,35,"3,404"
644570.0,Material Girl,25,177,"3,167"
214420.0,Gear Up,25,53,"2,743"
221640.0,Super Hexagon,25,43,"2,650"
344850.0,Big Pharma,25,37,"2,614"
11450.0,Overlord,25,53,"2,303"
338170.0,Ratz Instagib 2.0,25,36,"2,102"
467370.0,Escape This,25,33,"1,713"
444280.0,Alice's Patchwork,25,96,"1,690"
741260.0,Mobile Empire,25,147,"1,584"
316790.0,Grim Fandango Remastered,25,38,"1,500"
73020.0,Majesty 2 Collection,25,39,833
45770.0,Dead Rising 2: Off the Record,25,31,725
356670.0,Spooky's Jump Scare Mansion,25,33,625
2100.0,Dark Messiah of Might & Magic Single Player,25,65,623
561610.0,MotoGP™17,25,70,429
335820.0,Dream Of Mirror Online,25,27,371
343780.0,Cat Goes Fishing,25,40,365
538100.0,Feel The Snow,25,28,365
649900.0,Mini Guns,25,55,289
457730.0,Mushroom Wars 2,25,83,241
326480.0,If My Heart Had Wings,25,49,239
788270.0,Exiled Kingdoms,25,39,217
19830.0,Tom Clancy's Rainbow Six 3: Gold Edition,25,42,200
313500.0,Blitzkrieg 2 Anthology,25,46,150
345370.0,TyranoBuilder Visual Novel Studio,25,35,145
3370.0,BookWorm Deluxe,25,39,144
313480.0,Blitzkrieg Anthology,25,49,142
431650.0,Phoning Home,25,47,134
520010.0,Climbey,25,25,87
207170.0,Legend of Grimrock,24,49,"6,075"
623940.0,HIVESWAP: ACT 1,24,25,"4,842"
519190.0,Next Day: Survival,24,121,"4,511"
33220.0,Tom Clancy's Splinter Cell: Conviction,24,42,"3,856"
239250.0,Castlevania: Lords of Shadow 2,24,42,"3,802"
511680.0,Fate/EXTELLA,24,59,"2,946"
322850.0,Pro Cycling Manager 2015,24,64,"2,451"
338530.0,Trouble In The Manor,24,"1,011","2,161"
491260.0,Take Thy Throne,24,300,"2,071"
92800.0,SpaceChem,24,37,"1,962"
588160.0,Pizza Connection 3,24,80,"1,695"
388750.0,BlazBlue: Chronophantasma Extend,24,41,"1,107"
652980.0,Loading Screen Simulator,24,34,"1,079"
12140.0,Max Payne,24,54,727
381120.0,Shoppe Keep,24,36,683
724970.0,神舞幻想 Faith of Danschant,24,188,548
703950.0,Just Fishing,24,108,437
208400.0,Avernum: Escape From the Pit,24,35,429
362490.0,Exanima,24,30,398
384030.0,Florensia,24,51,385
337070.0,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",24,27,308
293220.0,H-Hour: World's Elite,24,42,302
495140.0,NARUTO: Ultimate Ninja STORM,24,44,292
509980.0,BIGFOOT,24,35,259
347160.0,Steredenn,24,35,242
355980.0,Dungeon Warfare,24,28,234
562080.0,Hello Neighbor Demo,24,29,200
385250.0,Paint it Back,24,35,196
448400.0,Hidden Object 6-in-1 bundle,24,35,180
552920.0,Sailaway - The Sailing Simulator,24,51,134
805850.0,Get Wrecked,24,32,132
73230.0,Majesty Gold HD,24,35,131
362870.0,RPG Maker 2003,24,38,111
227980.0,Construct 2 Personal,24,46,89
465490.0,Stellar Tactics,24,26,79
221410.0,Steam for Linux,24,28,57
238210.0,System Shock 2,23,34,"2,395"
648430.0,Hand of the Gods,23,53,"1,773"
550010.0,Happy Room,23,30,"1,530"
226620.0,Desktop Dungeons,23,28,"1,528"
565860.0,Tomato Way,23,38,"1,398"
40700.0,Machinarium,23,38,"1,279"
635730.0,Dragonia,23,58,"1,118"
351510.0,Quiplash,23,30,"1,066"
359310.0,Evoland 2,23,48,"1,043"
393520.0,Iconoclasts,23,37,932
429680.0,Spellweaver,23,58,721
310060.0,Knights of Pen and Paper 2,23,37,661
307110.0,We Need to Go Deeper,23,49,634
662830.0,Bombix,23,260,630
791930.0,BombTag,23,64,608
457330.0,High Octane Drift,23,80,524
645260.0,Trophy Fishing 2,23,72,515
209950.0,Triple Town,23,32,503
13560.0,Tom Clancy's Splinter Cell,23,35,421
8140.0,Tomb Raider: Underworld,23,53,415
621830.0,WRC 7,23,88,348
595140.0,Immortal Redneck,23,47,330
496620.0,Monster Slayers,23,52,285
465240.0,Serious Sam VR: The Last Hope,23,147,273
370730.0,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version,23,63,241
671620.0,Beast Battle Simulator,23,31,147
262490.0,Manga maker ComiPo!,23,25,144
323610.0,911: First Responders,23,57,129
486780.0,Fruit Ninja VR,23,35,122
434030.0,Aerofly FS 2 Flight Simulator,23,39,100
42850.0,Arsenal of Democracy,23,33,97
562500.0,Warstone TD,23,39,79
583930.0,Faerie Solitaire Remastered,23,32,69
3300.0,Bejeweled 2 Deluxe,23,30,62
227920.0,Risk,23,27,61
513780.0,Turbo Pug DX,22,121,"40,590"
253860.0,Earth 2140 HD,22,119,"9,027"
41010.0,Serious Sam HD: The Second Encounter,22,65,"6,162"
301910.0,Saints Row: Gat out of Hell,22,52,"5,827"
215930.0,Jagged Alliance 2 - Wildfire ,22,444,"4,995"
339340.0,Resident Evil 0 / biohazard 0 HD REMASTER,22,46,"3,128"
696170.0,SENRAN KAGURA Peach Beach Splash,22,64,"2,450"
320240.0,We Happy Few,22,49,"2,322"
562430.0,Alien Hostage,22,34,"1,672"
324810.0,TOXIKK,22,37,"1,646"
598960.0,Mashinky,22,67,"1,622"
382490.0,Relic Hunters Zero,22,58,"1,442"
393080.0,Call of Duty: Modern Warfare Remastered,22,45,"1,409"
404680.0,Hob,22,43,"1,179"
322520.0,Dynasty Warriors 8 - Empires,22,43,"1,052"
270370.0,Lambda Wars Beta,22,50,"1,015"
204340.0,Serious Sam 2,22,72,786
345390.0,King's Quest,22,34,721
577940.0,Killer Instinct,22,36,701
455130.0,Call of Duty: Black Ops III – Mod Tools,22,38,697
662320.0,Metro Conflict: The Origin,22,68,687
368340.0,CrossCode,22,43,624
370360.0,TIS-100,22,33,493
503300.0,Super Star,22,101,479
626610.0,TT Isle of Man,22,125,468
244030.0,Take On Mars,22,33,435
428550.0,Momodora: Reverie Under the Moonlight,22,27,343
519860.0,DUSK,22,27,237
568090.0,Tattletail,22,29,155
614630.0,Tiny Rails,22,27,153
654050.0,JYDGE,22,43,139
6830.0,Commandos 2: Men of Courage,22,37,135
803220.0,Winions: Mana Champions,22,61,132
657240.0,Tracks - The Train Set Game,22,23,73
362930.0,Garfield Kart,22,29,61
208090.0,Loadout,21,91,"29,424"
325600.0,Sword Coast Legends,21,37,"4,160"
107200.0,Space Pirates and Zombies,21,32,"3,735"
463220.0,Dungeon of Zolthan,21,50,"3,252"
603770.0,- Arcane RERaise -,21,262,"3,017"
371200.0,Halcyon 6: Starbase Commander (CLASSIC),21,25,"2,988"
226580.0,F1 2014,21,118,"2,393"
70300.0,VVVVVV,21,22,"2,174"
366910.0,The Long Journey Home,21,32,"1,390"
12710.0,Overlord: Raising Hell,21,36,"1,354"
324310.0,Bus Simulator 16,21,132,"1,280"
665180.0,Dark Elf,21,87,"1,263"
226980.0,Pinball FX2,21,34,"1,086"
32500.0,STAR WARS™: The Force Unleashed™ II,21,33,"1,039"
678900.0,Farmer's Dynasty,21,58,"1,034"
337340.0,Finding Paradise,21,44,994
21090.0,F.E.A.R.,21,53,865
9310.0,"Warhammer 40,000: Dawn of War - Winter Assault",21,42,704
397550.0,Deus Ex: Revision,21,26,694
249870.0,Scribblenauts Unmasked,21,28,647
433530.0,Heliborne,21,64,614
9050.0,DOOM 3,21,35,560
499660.0,Medieval Kingdom Wars,21,24,549
378610.0,Valley,21,31,483
383180.0,Dead Island Riptide Definitive Edition,21,50,415
2990.0,FlatOut 2,21,76,397
691830.0,Avernum 3: Ruined World,21,31,379
293780.0,Crawl,21,32,319
465710.0,Heroes Tactics,21,45,317
577230.0,Three Kingdoms: The Last Warlord,21,131,303
532110.0,Rusty Lake: Roots,21,43,295
271360.0,Industry Giant 2,21,56,262
211600.0,Thief Gold,21,31,260
269730.0,The Golf Club,21,40,215
492290.0,Has-Been Heroes,21,36,154
500810.0,Arcanum,21,30,150
553480.0,The Pirate's Fate,21,22,150
337410.0,Karos,21,38,147
587430.0,I Expect You To Die,21,21,137
272230.0,Sub Rosa,21,31,107
13260.0,Unreal Development Kit,21,40,105
301610.0,OpenCanvas 6,21,56,86
489380.0,QuiVr,21,32,76
449380.0,Substance Designer 6,21,43,65
488220.0,Valcarta: Rise of the Demon,21,29,61
511720.0,MAGIX Video deluxe 2017 Plus Steam Edition,21,38,48
32680.0,Delta Force: Black Hawk Down - Team Sabre,21,26,35
623990.0,Tom Clancy's Rainbow Six Siege - Test Server,20,29,"20,306"
351940.0,The Descendant,20,"1,462","8,762"
49470.0,Magic: The Gathering — Duels of the Planeswalkers 2012,20,27,"6,206"
282560.0,RollerCoaster Tycoon World,20,48,"5,875"
13140.0,America's Army 3,20,31,"5,735"
252450.0,StarDrive 2,20,31,"3,609"
460810.0,Vanquish,20,35,"2,418"
235380.0,Blitzkrieg 3,20,52,"1,149"
418180.0,Tempest,20,42,"1,109"
579950.0,Marvel's Guardians of the Galaxy: The Telltale Series,20,37,906
365300.0,Transmissions: Element 120,20,36,790
593280.0,Cat Quest,20,34,653
452510.0,UNDER NIGHT IN-BIRTH Exe:Late,20,32,621
416450.0,Emporea,20,56,606
549810.0,Bunny & Piggy,20,158,514
555950.0,Danganronpa Another Episode: Ultra Despair Girls,20,25,487
300570.0,Infinifactory,20,31,471
40990.0,Mafia,20,70,426
480640.0,Pathfinder Adventures,20,30,405
425580.0,The Room Two,20,33,401
723790.0,The Pirate: Plague of the Dead,20,39,398
608800.0,Guns of Icarus Alliance,20,30,388
8170.0,Battlestations: Pacific,20,30,380
283880.0,Heroine's Quest: The Herald of Ragnarok,20,23,359
383230.0,Dungeon Souls,20,34,327
552620.0,ATOM RPG,20,89,319
663380.0,Tales from Candlekeep: Tomb of Annihilation,20,26,255
462700.0,Cricket Captain 2016,20,31,231
503770.0,Elven Assassin,20,99,205
639780.0,DEEP SPACE WAIFU: FLAT JUSTICE,20,28,143
517810.0,Caesar 4,20,36,110
345890.0,NASCAR '15 Victory Edition,20,24,109
466940.0,The Sandbox Evolution,20,25,83
339790.0,rFactor,20,38,82
758990.0,Ancient Warfare 3,20,31,59
793050.0,Undead Factory,20,28,55
3450.0,Typer Shark! Deluxe,20,20,53
629.0,Portal 2 Authoring Tools - Beta,20,35,46
529700.0,Total Extreme Wrestling 2013,20,27,43
100980.0,3DCoat,20,25,34
242720.0,GunZ 2: The Second Duel,19,39,"10,441"
459510.0,Zula,19,262,"5,858"
252150.0,Grimm,19,"1,518","5,050"
217980.0,Dishonored RHCP,19,154,"4,604"
261110.0,Killer is Dead,19,49,"4,255"
222730.0,Reus,19,38,"4,252"
288570.0,Wolfenstein: The New Order German Edition,19,104,"2,790"
464340.0,Syberia 3,19,85,"2,124"
32460.0,Monkey Island 2: Special Edition,19,43,"1,813"
484900.0,Aven Colony,19,32,"1,738"
587390.0,LOR - League of Runners,19,25,"1,610"
382850.0,Piercing Blow,19,167,"1,441"
204530.0,Infested Planet,19,26,"1,280"
227180.0,Kingdom Wars,19,33,"1,241"
392470.0,NOBUNAGA'S AMBITION: Sphere of Influence,19,25,"1,166"
322920.0,theHunter: Primal,19,42,"1,138"
350640.0,Sherlock Holmes: The Devil's Daughter,19,45,"1,016"
353270.0,Hyperdimension Neptunia Re;Birth3 V Generation,19,49,"1,008"
380840.0,Teeworlds,19,85,956
574050.0,DRAGON QUEST HEROES™ II,19,24,847
363930.0,Dead Age,19,44,821
319910.0,Trine 3: The Artifacts of Power,19,79,672
587450.0,Saurian,19,26,609
9010.0,Return to Castle Wolfenstein,19,43,579
407330.0,Sakura Dungeon,19,30,551
394970.0,DEADBOLT,19,28,501
485980.0,Syrian Warfare,19,74,491
266150.0,Lost Saga North America,19,32,470
235620.0,Small World 2,19,29,462
382140.0,SKYHILL,19,47,384
218090.0,Unity of Command,19,30,358
251470.0,TowerFall Ascension,19,28,355
685340.0,Delivery From The Pain,19,62,350
41900.0,The Bard's Tale,19,21,322
287200.0,Wildlife Park 3,19,38,303
440630.0,The Brookhaven Experiment,19,29,264
404530.0,Voxel Turf,19,29,263
495050.0,Mega Man Legacy Collection 2,19,27,184
378200.0,Football Manager 2016 Editor,19,45,132
15200.0,Silent Hunter: Wolves of the Pacific,19,30,118
530350.0,Smashbox Arena,19,32,116
279140.0,Making History: The Great War,19,27,114
12250.0,Grand Theft Auto: San Andreas,19,38,105
646200.0,Dead Effect 2 VR,19,25,92
757240.0,Aimtastic,19,41,92
755770.0,YouTube VR,19,21,78
2640.0,Call of Duty: United Offensive,19,33,71
388370.0,Nova Blitz,19,40,71
336150.0,Virtual Pool 4,19,42,66
325180.0,AppGameKit,19,25,61
372390.0,D3DGear - Game Recording and Streaming,19,25,60
336240.0,Typoman,19,44,53
820460.0,Hero Academy 2,19,41,50
605450.0,In Death,19,21,46
218760.0,Mixcraft 8 Home Studio,19,26,40
840460.0,Trailmakers Demo,19,33,33
49540.0,Aliens: Colonial Marines,18,43,"13,266"
104900.0,ORION: Prelude,18,40,"7,944"
493840.0,Marvel vs. Capcom: Infinite,18,33,"3,603"
219890.0,Antichamber,18,25,"2,369"
243950.0,Divinity: Dragon Commander,18,29,"2,311"
264140.0,Pixel Piracy,18,29,"2,176"
317820.0,Guild of Dungeoneering,18,35,"1,793"
491530.0,Notruf 112,18,95,"1,332"
314410.0,Rampage Knights,18,34,"1,206"
744190.0,Rusty Lake Paradise,18,41,"1,139"
19680.0,Alice: Madness Returns,18,40,969
656200.0,ESports Club,18,64,891
523780.0,Emily is Away Too,18,29,844
332200.0,Axiom Verge,18,29,788
388880.0,Oxenfree,18,23,733
230070.0,The Age of Decadence,18,32,703
39550.0,SpellForce 2 - Anniversary Edition,18,55,648
46500.0,Syberia,18,61,642
582270.0,Everything,18,24,629
275100.0,Shelter 2,18,33,607
312370.0,"Warhammer 40,000: Armageddon",18,35,587
250620.0,Among the Sleep,18,25,488
469820.0,Genital Jousting,18,29,389
254320.0,Duskers,18,18,378
524970.0,Helmet Heroes,18,25,319
640590.0,The LEGO® NINJAGO® Movie Video Game,18,89,319
337850.0,Avernum 2: Crystal Souls,18,28,308
509570.0,In Celebration of Violence,18,53,262
351700.0,UnReal World,18,30,249
655780.0,Project 5: Sightseer,18,29,239
477730.0,Eador. Imperium,18,48,238
452280.0,Factorio Demo,18,23,221
509420.0,Riding Club Championships,18,41,200
397430.0,Zoombinis,18,23,188
345090.0,Ancient Planet,18,35,158
613590.0,Dungeon Of Zaar,18,38,153
664400.0,The Divinity Engine 2,18,29,134
502750.0,Quest for Glory Collection,18,20,127
306630.0,Civil War II,18,22,107
589530.0,Hakuoki: Kyoto Winds,18,25,106
237370.0,PlayClaw 5,18,31,101
487000.0,Quest Hunter,18,52,99
221300.0,Monopoly,18,21,93
285110.0,GearCity,18,37,82
749780.0,DEAD DOZEN,18,34,81
401090.0,Modo indie,18,39,69
667970.0,VTOL VR,18,27,58
824270.0,KovaaK's FPS Aim Trainer,18,23,34
458750.0,FireAlpaca SE,18,21,32
70000.0,Dino D-Day,17,34,"4,585"
439700.0,H1Z1: Test Server,17,130,"4,550"
215530.0,The Incredible Adventures of Van Helsing,17,48,"4,231"
404590.0,Vikings - Wolves of Midgard,17,61,"4,043"
50620.0,Darksiders,17,51,"3,929"
237890.0,Agarest: Generations of War,17,22,"3,813"
279720.0,The I of the Dragon,17,61,"3,249"
224060.0,Deadpool,17,36,"2,433"
449800.0,Attack on Titan / A.O.T. Wings of Freedom,17,31,"2,191"
219600.0,NBA 2K13,17,35,"1,769"
233290.0,MURDERED: SOUL SUSPECT™,17,56,"1,645"
252410.0,SteamWorld Dig,17,28,"1,459"
535760.0,Unforgiving Trials: The Space Crusade,17,18,"1,353"
289930.0,TransOcean: The Shipping Company,17,53,"1,304"
502800.0,SENRAN KAGURA ESTIVAL VERSUS,17,59,"1,088"
26800.0,Braid,17,19,947
611140.0,Dark Passenger,17,25,857
32360.0,The Secret of Monkey Island: Special Edition,17,45,746
228760.0,TrackMania² Canyon,17,55,730
542480.0,Therian Saga,17,56,658
340050.0,Survivalist,17,29,592
468570.0,De-Void,17,17,504
348710.0,Saint Seiya: Soldiers' Soul,17,24,499
34900.0,Bad Rats,17,22,474
227240.0,Construct 2 Free,17,35,469
251950.0,World War II Online,17,22,456
3170.0,King's Bounty: Armored Princess,17,70,401
385380.0,Planet Centauri,17,31,369
422970.0,Devil Daggers,17,29,358
695920.0,Super Seducer,17,25,259
645790.0,Home Wars,17,17,244
411960.0,TY the Tasmanian Tiger,17,19,230
48800.0,Ship Simulator Extremes,17,33,229
25910.0,Supreme Ruler 2020: Gold,17,28,221
512790.0,Quern - Undying Thoughts,17,26,215
449300.0,Planar Conquest,17,26,212
352700.0,Subspace Continuum,17,23,208
65540.0,Gothic,17,90,204
785780.0,OF MICE AND SAND -REVISED-,17,72,201
622050.0,Slime Rancher Demo,17,25,177
223530.0,Left 4 Dead 2 Beta,17,36,155
433280.0,Warlords Battlecry III,17,26,148
344340.0,Front Office Football Seven,17,19,132
733340.0,Hakuoki: Edo Blossoms,17,24,128
2310.0,Quake,17,28,118
576770.0,Low Magic Age,17,32,111
673940.0,Dragon Glory,17,29,90
268890.0,Masters of the World,17,21,85
553900.0,H1Z1: QA,17,49,85
647960.0,Rusted Warfare - RTS,17,24,61
396710.0,The Adventure Pals,17,23,60
436690.0,Tempest Citadel,17,31,48
640800.0,Skyfront VR,17,28,48
641960.0,BOXVR,17,30,31
223670.0,F1 2013,16,55,"8,447"
201700.0,DiRT Showdown,16,47,"6,360"
260230.0,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,16,25,"5,683"
232790.0,Broken Age,16,27,"3,260"
569860.0,Thimbleweed Park,16,62,"2,733"
637100.0,Sonic Forces,16,29,"2,058"
312780.0,Way of the Samurai 4,16,16,"1,557"
414740.0,RAID: World War II,16,34,"1,530"
218640.0,Lucius,16,38,"1,509"
263060.0,Blockstorm,16,28,"1,411"
